?class	?label
"http://purl.obolibrary.org/obo/ENVO_3200003"	"concentration of cerium in lake water"
"http://purl.obolibrary.org/obo/ENVO_2000039"	"gas power station"
"http://purl.obolibrary.org/obo/FOODON_00001005"	"fermenting elaeis palm sap food product"
"http://purl.obolibrary.org/obo/PATO_0000629"	"misrouted"
"http://purl.obolibrary.org/obo/PATO_0001171"	"elastic"
"http://purl.obolibrary.org/obo/ENVO_01000764"	"formal settlement"
"http://purl.obolibrary.org/obo/ENVO_00002246"	"ferralsol"
"http://purl.obolibrary.org/obo/CHEBI_30563"	"silicon dioxide"
"http://purl.obolibrary.org/obo/ENVO_00005766"	"limed soil"
"http://purl.obolibrary.org/obo/ENVO_01000311"	"cultivated environment"
"http://purl.obolibrary.org/obo/UBERON_0010225"	"thalamic complex"
"http://purl.obolibrary.org/obo/ENVO_01000992"	"shower fixture"
"http://purl.obolibrary.org/obo/UBERON_0005334"	"oral lamina propria"
"http://purl.obolibrary.org/obo/CHEBI_46680"	"serpentine asbestos"
"http://purl.obolibrary.org/obo/PATO_0002219"	"fan-shaped"
"http://purl.obolibrary.org/obo/ENVO_01000368"	"anchialine pool"
"http://purl.obolibrary.org/obo/CHEBI_52208"	"biophysical role"
"http://purl.obolibrary.org/obo/ENVO_01000666"	"area of open water"
"http://purl.obolibrary.org/obo/NCBITaxon_1150"	"Oscillatoriales"
"http://purl.obolibrary.org/obo/ENVO_01000475"	"brick"
"http://purl.obolibrary.org/obo/NCBITaxon_227566"	"Hieroglyphus"
"http://purl.obolibrary.org/obo/CHEBI_35195"	"surfactant"
"http://purl.obolibrary.org/obo/ENVO_01000030"	"marine hydrothermal vent biome"
"http://purl.obolibrary.org/obo/PATO_0001648"	"circumference"
"http://purl.obolibrary.org/obo/ENVO_00009725"	"ice piedmont"
"http://purl.obolibrary.org/obo/NCBITaxon_7010"	"Schistocerca gregaria"
"http://purl.obolibrary.org/obo/ENVO_01001538"	"frost-formed hummock"
"http://purl.obolibrary.org/obo/FOODON_00001195"	"obsolete: lentil food product"
"http://purl.obolibrary.org/obo/CHEBI_37407"	"cyclic ether"
"http://purl.obolibrary.org/obo/ENVO_00002167"	"platinum mine"
"http://purl.obolibrary.org/obo/ENVO_3100007"	"concentration of carotene in liquid water"
"http://purl.obolibrary.org/obo/ENVO_00000024"	"obsolete intermittent stream"
"http://purl.obolibrary.org/obo/CHEBI_50816"	"iron oxide"
"http://purl.obolibrary.org/obo/FOODON_00002300"	"sweetener food product"
"http://purl.obolibrary.org/obo/ENVO_01001681"	"weather front"
"http://purl.obolibrary.org/obo/ENVO_00000299"	"ice field"
"http://purl.obolibrary.org/obo/ENVO_00000497"	"rincon"
"http://purl.obolibrary.org/obo/NCBITaxon_33154"	"Opisthokonta"
"http://purl.obolibrary.org/obo/ENVO_00000346"	"grain of acid dune sand"
"http://purl.obolibrary.org/obo/ENVO_01000179"	"desert biome"
"http://purl.obolibrary.org/obo/ENVO_00000557"	"dry dam"
"http://purl.obolibrary.org/obo/ENVO_01001765"	"mass-wasting-driven seismic vibration"
"http://purl.obolibrary.org/obo/ENVO_01000055"	"obsolete marine bulk water"
"http://purl.obolibrary.org/obo/ENVO_01001375"	"sea ice variability"
"http://purl.obolibrary.org/obo/ENVO_01000192"	"tropical grassland biome"
"http://purl.obolibrary.org/obo/UBERON_0007829"	"pectoral girdle bone"
"http://purl.obolibrary.org/obo/ENVO_01000579"	"television set"
"http://purl.obolibrary.org/obo/ENVO_2100006"	"feather environment"
"http://purl.obolibrary.org/obo/ENVO_01000134"	"hydrothermal fluid"
"http://purl.obolibrary.org/obo/GO_0043447"	"alkane biosynthetic process"
"http://purl.obolibrary.org/obo/ENVO_01000523"	"pit latrine with slab floor"
"http://purl.obolibrary.org/obo/ENVO_01000555"	"compressed natural gas"
"http://purl.obolibrary.org/obo/UBERON_0010321"	"skeletal element of eye region"
"http://purl.obolibrary.org/obo/CHEBI_37578"	"halide"
"http://purl.obolibrary.org/obo/CHEBI_39478"	"buta-1,3-diene"
"http://purl.obolibrary.org/obo/ENVO_01000112"	"polymetallic nodule"
"http://purl.obolibrary.org/obo/PATO_0000125"	"mass"
"http://purl.obolibrary.org/obo/CHEBI_53550"	"poly(propylene)"
"http://purl.obolibrary.org/obo/ENVO_01001193"	"water-based planetary surface"
"http://purl.obolibrary.org/obo/ENVO_01001163"	"IUCN wilderness area"
"http://purl.obolibrary.org/obo/ENVO_01000054"	"marine basaltic hydrothermal vent biome"
"http://purl.obolibrary.org/obo/CARO_0000006"	"material anatomical entity"
"http://purl.obolibrary.org/obo/ENVO_0010026"	"obsolete zebra dairy product"
"http://purl.obolibrary.org/obo/CHEBI_83925"	"non-proteinogenic alpha-amino acid"
"http://purl.obolibrary.org/obo/UBERON_0010719"	"girdle skeleton"
"http://purl.obolibrary.org/obo/ENVO_2000038"	"coal power plant"
"http://purl.obolibrary.org/obo/UBERON_0003351"	"pharyngeal epithelium"
"http://purl.obolibrary.org/obo/CHEBI_33415"	"elemental carbon"
"http://purl.obolibrary.org/obo/ENVO_06105016"	"foamed plastic"
"http://purl.obolibrary.org/obo/UBERON_0013765"	"digestive system element"
"http://purl.obolibrary.org/obo/UBERON_0000077"	"mixed endoderm/mesoderm-derived structure"
"http://purl.obolibrary.org/obo/ENVO_01001285"	"talc dust"
"http://purl.obolibrary.org/obo/ENVO_01001667"	"thalassic"
"http://purl.obolibrary.org/obo/ENVO_00000099"	"artificial island"
"http://purl.obolibrary.org/obo/FOODON_00001771"	"cow milk based food product"
"http://purl.obolibrary.org/obo/ENVO_01001859"	"dew point"
"http://purl.obolibrary.org/obo/ENVO_01000083"	"pelagic isopycnal surface"
"http://purl.obolibrary.org/obo/ENVO_00002042"	"surface water"
"http://purl.obolibrary.org/obo/ENVO_0010091"	"obsolete amaranthaceous inflorescence food product"
"http://purl.obolibrary.org/obo/UBERON_0004537"	"blood vasculature"
"http://purl.obolibrary.org/obo/CHEBI_33666"	"polycyclic hydrocarbon"
"http://purl.obolibrary.org/obo/ENVO_01001293"	"bush area"
"http://purl.obolibrary.org/obo/ENVO_01000857"	"temperate mediterranean sea biome"
"http://purl.obolibrary.org/obo/ENVO_09200000"	"temperature of environmental material"
"http://purl.obolibrary.org/obo/ENVO_00003880"	"obsolete awamori"
"http://purl.obolibrary.org/obo/ENVO_04000017"	"geological carbon sequestration"
"http://purl.obolibrary.org/obo/CHEBI_16701"	"nucleoside 5'-phosphate"
"http://purl.obolibrary.org/obo/ENVO_03510017"	"fountain pen ink"
"http://purl.obolibrary.org/obo/ENVO_00002055"	"sandstone"
"http://purl.obolibrary.org/obo/GO_0019414"	"aerobic respiration, using sulfur or sulfate as electron donor"
"http://purl.obolibrary.org/obo/UBERON_0003566"	"head connective tissue"
"http://purl.obolibrary.org/obo/PATO_0000402"	"branched"
"http://purl.obolibrary.org/obo/ENVO_01001298"	"warm core cyclone"
"http://purl.obolibrary.org/obo/ENVO_01001003"	"non-saline environment"
"http://purl.obolibrary.org/obo/ENVO_01001721"	"cooling-driven katabatic wind"
"http://purl.obolibrary.org/obo/ENVO_03000108"	"slab snow"
"http://purl.obolibrary.org/obo/CHEBI_36244"	"dicarboxylic acid monoester"
"http://purl.obolibrary.org/obo/CHEBI_26284"	"propane-1,2-diols"
"http://purl.obolibrary.org/obo/ENVO_01000980"	"channel of an intermittent stream"
"http://purl.obolibrary.org/obo/ENVO_01000927"	"day care building"
"http://purl.obolibrary.org/obo/ENVO_01001638"	"frost-susceptible soil"
"http://purl.obolibrary.org/obo/ENVO_00000439"	"dell"
"http://purl.obolibrary.org/obo/ENVO_01000277"	"water ice"
"http://purl.obolibrary.org/obo/ENVO_01000540"	"troposphere"
"http://purl.obolibrary.org/obo/CHEBI_58953"	"saturated fatty acid anion"
"http://purl.obolibrary.org/obo/PATO_0002269"	"accumulation"
"http://purl.obolibrary.org/obo/ENVO_01000850"	"clathrate material"
"http://purl.obolibrary.org/obo/CHEBI_16842"	"formaldehyde"
"http://purl.obolibrary.org/obo/NCBITaxon_9605"	"Homo"
"http://purl.obolibrary.org/obo/ENVO_01001563"	"quicksand"
"http://purl.obolibrary.org/obo/ENVO_03510066"	"chemical colorant"
"http://purl.obolibrary.org/obo/NCBITaxon_1118"	"Chroococcales"
"http://purl.obolibrary.org/obo/CHEBI_33324"	"strontium atom"
"http://purl.obolibrary.org/obo/CHEBI_17790"	"methanol"
"http://purl.obolibrary.org/obo/ENVO_01000651"	"ocean strait"
"http://purl.obolibrary.org/obo/PATO_0002323"	"temporal distribution quality"
"http://purl.obolibrary.org/obo/CHEBI_27856"	"acetamide"
"http://purl.obolibrary.org/obo/ENVO_01001056"	"environment determined by a biofilm on a saline surface"
"http://purl.obolibrary.org/obo/UBERON_0036017"	"regurgitated substance"
"http://purl.obolibrary.org/obo/CHEBI_51585"	"metallophthalocyanine"
"http://purl.obolibrary.org/obo/ENVO_02000121"	"peat extraction"
"http://purl.obolibrary.org/obo/ENVO_00000034"	"rapids"
"http://purl.obolibrary.org/obo/ENVO_03000039"	"cryoconite hole"
"http://purl.obolibrary.org/obo/ENVO_00000567"	"calanque"
"http://purl.obolibrary.org/obo/UBERON_0036925"	"wall of eyeball"
"http://purl.obolibrary.org/obo/ENVO_01000755"	"aeroform"
"http://purl.obolibrary.org/obo/ENVO_00003971"	"obsolete brown sugar"
"http://purl.obolibrary.org/obo/ENVO_03000009"	"material accumulation process"
"http://purl.obolibrary.org/obo/FOODON_03411048"	"carbohydrate-producing plant"
"http://purl.obolibrary.org/obo/ENVO_00002209"	"saline lake sediment"
"http://purl.obolibrary.org/obo/ENVO_00002143"	"calcite hot spring"
"http://purl.obolibrary.org/obo/CHEBI_26986"	"threonine"
"http://purl.obolibrary.org/obo/ENVO_09200005"	"mass density of soil"
"http://purl.obolibrary.org/obo/ENVO_03520001"	"middle atmospheric level"
"http://purl.obolibrary.org/obo/CHEBI_36125"	"cyclitol carboxylic acid anion"
"http://purl.obolibrary.org/obo/ENVO_00005754"	"fertilized soil"
"http://purl.obolibrary.org/obo/ENVO_00002983"	"fuel oil"
"http://purl.obolibrary.org/obo/ENVO_00003964"	"tobacco warehouse"
"http://purl.obolibrary.org/obo/ENVO_00000407"	"subglacial volcano"
"http://purl.obolibrary.org/obo/ENVO_02000069"	"obsolete duck meat product"
"http://purl.obolibrary.org/obo/ENVO_01000348"	"maize field"
"http://purl.obolibrary.org/obo/UBERON_0004297"	"respiratory system blood vessel smooth muscle"
"http://purl.obolibrary.org/obo/ENVO_00000260"	"prairie"
"http://purl.obolibrary.org/obo/ENVO_01000662"	"scoria"
"http://purl.obolibrary.org/obo/ENVO_01000611"	"bus"
"http://purl.obolibrary.org/obo/PATO_0001740"	"activity (of a radionuclide)"
"http://purl.obolibrary.org/obo/CHEBI_33319"	"lanthanoid atom"
"http://purl.obolibrary.org/obo/ENVO_02500031"	"hydrological process"
"http://purl.obolibrary.org/obo/ENVO_01001423"	"cirrostratus fibratus cloud"
"http://purl.obolibrary.org/obo/FOODON_00001128"	"limburger cheese food product"
"http://purl.obolibrary.org/obo/NCBITaxon_6072"	"Eumetazoa"
"http://purl.obolibrary.org/obo/PATO_0000060"	"spatial pattern"
"http://purl.obolibrary.org/obo/NCBITaxon_37267"	"Cyrtacanthacridinae"
"http://purl.obolibrary.org/obo/ENVO_01000253"	"freshwater river biome"
"http://purl.obolibrary.org/obo/ENVO_00000191"	"solid astronomical body part"
"http://purl.obolibrary.org/obo/CHEBI_26401"	"purines"
"http://purl.obolibrary.org/obo/ENVO_09000012"	"solubility of nitrogen atom in water"
"http://purl.obolibrary.org/obo/ENVO_01000931"	"migration path"
"http://purl.obolibrary.org/obo/UBERON_0007109"	"meconium"
"http://purl.obolibrary.org/obo/FOODON_03401095"	"50192900 - pasta/noodles  (gs1 gpc)"
"http://purl.obolibrary.org/obo/CHEBI_46717"	"sulfide mineral"
"http://purl.obolibrary.org/obo/ENVO_01000656"	"effusive eruption"
"http://purl.obolibrary.org/obo/ENVO_00002869"	"hay"
"http://purl.obolibrary.org/obo/ENVO_3200034"	"concentration of samarium in water ice"
"http://purl.obolibrary.org/obo/ENVO_01000698"	"debris flow"
"http://purl.obolibrary.org/obo/UBERON_0007188"	"mesothelium of serous pericardium"
"http://purl.obolibrary.org/obo/ENVO_01001566"	"infrasound"
"http://purl.obolibrary.org/obo/CHEBI_38669"	"pyrazolopyrimidine"
"http://purl.obolibrary.org/obo/PATO_0001442"	"wholeness"
"http://purl.obolibrary.org/obo/PATO_0002141"	"irregular density"
"http://purl.obolibrary.org/obo/ENVO_03600031"	"earth-filled dam"
"http://purl.obolibrary.org/obo/ENVO_01001706"	"cold front"
"http://purl.obolibrary.org/obo/UBERON_0005156"	"reproductive structure"
"http://purl.obolibrary.org/obo/ENVO_01000168"	"indeterminate root nodule"
"http://purl.obolibrary.org/obo/FOODON_00001166"	"plant inflorescence food product"
"http://purl.obolibrary.org/obo/ENVO_02000049"	"coastal water body"
"http://purl.obolibrary.org/obo/ENVO_02000079"	"obsolete oyster product"
"http://purl.obolibrary.org/obo/ENVO_01001153"	"circumbinary planet"
"http://purl.obolibrary.org/obo/ENVO_03000037"	"glacial ice ablation zone"
"http://purl.obolibrary.org/obo/ENVO_00000524"	"abandoned watercourse"
"http://purl.obolibrary.org/obo/ENVO_01000145"	"marine coral reef back reef"
"http://purl.obolibrary.org/obo/CHEBI_30412"	"monoatomic dication"
"http://purl.obolibrary.org/obo/PATO_0001598"	"protruding"
"http://purl.obolibrary.org/obo/FOODON_00001132"	"swine food product"
"http://purl.obolibrary.org/obo/ENVO_01001443"	"usage of an environment for recreation"
"http://purl.obolibrary.org/obo/UBERON_0001988"	"feces"
"http://purl.obolibrary.org/obo/ENVO_00000006"	"second-order administrative region"
"http://purl.obolibrary.org/obo/ENVO_01000011"	"obsolete dairy product"
"http://purl.obolibrary.org/obo/UBERON_0006314"	"bodily fluid"
"http://purl.obolibrary.org/obo/FOODON_03411009"	"polysaccharide-producing plant"
"http://purl.obolibrary.org/obo/ENVO_00002062"	"obsolete oil"
"http://purl.obolibrary.org/obo/PO_0006210"	"protoderm"
"http://purl.obolibrary.org/obo/ENVO_03000075"	"shuga"
"http://purl.obolibrary.org/obo/ENVO_01001670"	"open cage mariculture process"
"http://purl.obolibrary.org/obo/ENVO_01001438"	"quarrying"
"http://purl.obolibrary.org/obo/CHEBI_24271"	"glucosamines"
"http://purl.obolibrary.org/obo/ENVO_00000542"	"kame"
"http://purl.obolibrary.org/obo/ENVO_01000135"	"nitrate-reducing sediment"
"http://purl.obolibrary.org/obo/ENVO_00000217"	"solfatara"
"http://purl.obolibrary.org/obo/ENVO_00000458"	"valley glacier"
"http://purl.obolibrary.org/obo/ENVO_01000241"	"juniper woodland"
"http://purl.obolibrary.org/obo/ENVO_00002003"	"fecal material"
"http://purl.obolibrary.org/obo/UBERON_0012314"	"embryonic facial prominence"
"http://purl.obolibrary.org/obo/UBERON_0016888"	"transitional anatomical structure"
"http://purl.obolibrary.org/obo/ENVO_00002231"	"alisol"
"http://purl.obolibrary.org/obo/UBERON_0015474"	"axilla skin"
"http://purl.obolibrary.org/obo/ENVO_03510022"	"resin (gum) varnish"
"http://purl.obolibrary.org/obo/ENVO_00000112"	"area of tundra"
"http://purl.obolibrary.org/obo/FOODON_00001065"	"blue cheese food product"
"http://purl.obolibrary.org/obo/UBERON_0003128"	"cranium"
"http://purl.obolibrary.org/obo/ENVO_01000148"	"marine coral reef buttress zone"
"http://purl.obolibrary.org/obo/ENVO_01001196"	"cosmic ray shielding disposition"
"http://purl.obolibrary.org/obo/ENVO_00005770"	"beech forest soil"
"http://purl.obolibrary.org/obo/ENVO_00000461"	"pseudocrater"
"http://purl.obolibrary.org/obo/FOODON_00001220"	"sausage (smoked)"
"http://purl.obolibrary.org/obo/UBERON_0019204"	"skin epithelium"
"http://purl.obolibrary.org/obo/ENVO_00000401"	"spatter cone"
"http://purl.obolibrary.org/obo/PATO_0001958"	"increased variability of size"
"http://purl.obolibrary.org/obo/ENVO_01000407"	"littoral zone"
"http://purl.obolibrary.org/obo/ENVO_00000315"	"bajada"
"http://purl.obolibrary.org/obo/ENVO_00000886"	"obsolete endolithic habitat"
"http://purl.obolibrary.org/obo/ENVO_00000060"	"underground stream"
"http://purl.obolibrary.org/obo/ENVO_00000082"	"hill range"
"http://purl.obolibrary.org/obo/ENVO_01001052"	"aerosol environment"
"http://purl.obolibrary.org/obo/ENVO_01001037"	"slightly saline water"
"http://purl.obolibrary.org/obo/ENVO_01001452"	"Calyptra habitat"
"http://purl.obolibrary.org/obo/CHEBI_37163"	"glucan"
"http://purl.obolibrary.org/obo/CHEBI_25805"	"oxygen atom"
"http://purl.obolibrary.org/obo/ENVO_01000605"	"car"
"http://purl.obolibrary.org/obo/ENVO_01000706"	"soil erosion"
"http://purl.obolibrary.org/obo/CHEBI_16134"	"ammonia"
"http://purl.obolibrary.org/obo/ENVO_01000373"	"biological waste material"
"http://purl.obolibrary.org/obo/UBERON_0003729"	"mouth mucosa"
"http://purl.obolibrary.org/obo/UBERON_0007271"	"appendage musculature"
"http://purl.obolibrary.org/obo/ENVO_01000272"	"mudstone"
"http://purl.obolibrary.org/obo/UBERON_0003528"	"brain gray matter"
"http://purl.obolibrary.org/obo/UBERON_0000924"	"ectoderm"
"http://purl.obolibrary.org/obo/UBERON_0001894"	"diencephalon"
"http://purl.obolibrary.org/obo/BFO_0000040"	"material entity"
"http://purl.obolibrary.org/obo/FOODON_00001053"	"fermented dairy food product"
"http://purl.obolibrary.org/obo/ENVO_00002241"	"leptosol"
"http://purl.obolibrary.org/obo/ENVO_00000338"	"vomit material"
"http://purl.obolibrary.org/obo/ENVO_00000165"	"asphalt lake"
"http://purl.obolibrary.org/obo/ENVO_03600004"	"drinking water treatment plant"
"http://purl.obolibrary.org/obo/ENVO_01000066"	"marine anoxic zone"
"http://purl.obolibrary.org/obo/UBERON_0003496"	"head blood vessel"
"http://purl.obolibrary.org/obo/CHEBI_3311"	"calcium carbonate"
"http://purl.obolibrary.org/obo/ENVO_00003024"	"obsolete Temperate Steppe Division - Mountain Provinces (M330)"
"http://purl.obolibrary.org/obo/CHEBI_76969"	"bacterial metabolite"
"http://purl.obolibrary.org/obo/ENVO_01001006"	"rainbow"
"http://purl.obolibrary.org/obo/UBERON_3010200"	"vasculature of respiratory integument"
"http://purl.obolibrary.org/obo/CHEBI_22315"	"alkaloid"
"http://purl.obolibrary.org/obo/ENVO_0010149"	"obsolete fresh  sea water fish"
"http://purl.obolibrary.org/obo/ENVO_01001816"	"biomaterial containment unit"
"http://purl.obolibrary.org/obo/ENVO_01000346"	"lower montane"
"http://purl.obolibrary.org/obo/CHEBI_60798"	"excitatory amino acid antagonist"
"http://purl.obolibrary.org/obo/ENVO_00000896"	"obsolete temperate upwelling biome"
"http://purl.obolibrary.org/obo/ENVO_01000480"	"glass"
"http://purl.obolibrary.org/obo/CHEBI_32952"	"amine"
"http://purl.obolibrary.org/obo/UBERON_0012275"	"meso-epithelium"
"http://purl.obolibrary.org/obo/PATO_0000438"	"invariant"
"http://purl.obolibrary.org/obo/ENVO_00002134"	"anaerobic stream sediment"
"http://purl.obolibrary.org/obo/ENVO_01000467"	"constructed barrier"
"http://purl.obolibrary.org/obo/ENVO_01000144"	"marine coral reef flat zone"
"http://purl.obolibrary.org/obo/ENVO_01000234"	"mafic lava"
"http://purl.obolibrary.org/obo/ENVO_03000111"	"snow mass"
"http://purl.obolibrary.org/obo/ENVO_02000081"	"letter"
"http://purl.obolibrary.org/obo/ENVO_0010017"	"obsolete avian egg product"
"http://purl.obolibrary.org/obo/ENVO_00000209"	"marine photic zone"
"http://purl.obolibrary.org/obo/ENVO_00005738"	"foamy environmental material"
"http://purl.obolibrary.org/obo/ENVO_01000956"	"desert-alpine tree line ecotone"
"http://purl.obolibrary.org/obo/ENVO_01000236"	"basalt"
"http://purl.obolibrary.org/obo/UBERON_0003061"	"blood island"
"http://purl.obolibrary.org/obo/ENVO_01001199"	"terrestrial environmental zone"
"http://purl.obolibrary.org/obo/CHEBI_48107"	"nitric acid"
"http://purl.obolibrary.org/obo/PATO_0000141"	"structure"
"http://purl.obolibrary.org/obo/NCBITaxon_40255"	"Modiolus"
"http://purl.obolibrary.org/obo/ENVO_01000589"	"bench"
"http://purl.obolibrary.org/obo/ENVO_01000704"	"hydrological evaporation"
"http://purl.obolibrary.org/obo/PATO_0001799"	"ruffled"
"http://purl.obolibrary.org/obo/ENVO_01001614"	"ice-bearing permafrost"
"http://purl.obolibrary.org/obo/IAO_0000100"	"data set"
"http://purl.obolibrary.org/obo/ENVO_01001709"	"katafront"
"http://purl.obolibrary.org/obo/ENVO_01001407"	"cirrocumulus cloud"
"http://purl.obolibrary.org/obo/UBERON_0036215"	"anatomical surface region"
"http://purl.obolibrary.org/obo/PATO_0001671"	"increased distribution"
"http://purl.obolibrary.org/obo/FOODON_00001052"	"amasake food product"
"http://purl.obolibrary.org/obo/ENVO_06105002"	"thermoplasticity"
"http://purl.obolibrary.org/obo/CHEBI_28073"	"chromium atom"
"http://purl.obolibrary.org/obo/PATO_0000690"	"discontinuous"
"http://purl.obolibrary.org/obo/CHEBI_43474"	"hydrogenphosphate"
"http://purl.obolibrary.org/obo/ENVO_00002245"	"gypsisol"
"http://purl.obolibrary.org/obo/ENVO_00000880"	"obsolete Tropical and subtropical dry broadleaf forest biome"
"http://purl.obolibrary.org/obo/ENVO_00002214"	"power plant"
"http://purl.obolibrary.org/obo/CHEBI_49936"	"uranium(0)"
"http://purl.obolibrary.org/obo/ENVO_01001686"	"mass of environmental material"
"http://purl.obolibrary.org/obo/ENVO_00003047"	"obsolete butter"
"http://purl.obolibrary.org/obo/UBERON_0007376"	"outer epithelium"
"http://purl.obolibrary.org/obo/NCBITaxon_314295"	"Hominoidea"
"http://purl.obolibrary.org/obo/ENVO_00002252"	"solonchak"
"http://purl.obolibrary.org/obo/ENVO_00000273"	"continental slope"
"http://purl.obolibrary.org/obo/FOODON_00001224"	"sausage (cooked)"
"http://purl.obolibrary.org/obo/CHEBI_36909"	"krypton molecular entity"
"http://purl.obolibrary.org/obo/ENVO_00000503"	"container of an intermittent oxbow lake"
"http://purl.obolibrary.org/obo/ENVO_01001783"	"liquid surface of an astronomical body"
"http://purl.obolibrary.org/obo/ENVO_00000489"	"palsa"
"http://purl.obolibrary.org/obo/ENVO_01000497"	"mud exterior wall"
"http://purl.obolibrary.org/obo/ENVO_00010624"	"botanical garden"
"http://purl.obolibrary.org/obo/UBERON_0001041"	"foregut"
"http://purl.obolibrary.org/obo/UBERON_0011695"	"embryonic cardiovascular system"
"http://purl.obolibrary.org/obo/UBERON_0000910"	"chyme"
"http://purl.obolibrary.org/obo/FOODON_03400801"	"seafood or related product (eurofir)"
"http://purl.obolibrary.org/obo/ENVO_01000907"	"feasting pit site"
"http://purl.obolibrary.org/obo/ENVO_01000197"	"broadleaf forest biome"
"http://purl.obolibrary.org/obo/UBERON_0002200"	"vasculature of head"
"http://purl.obolibrary.org/obo/ENVO_01000831"	"droplet"
"http://purl.obolibrary.org/obo/ENVO_0010111"	"obsolete chickpea product"
"http://purl.obolibrary.org/obo/UBERON_0006866"	"terminal part of digestive tract"
"http://purl.obolibrary.org/obo/ENVO_01000121"	"colloidal sediment"
"http://purl.obolibrary.org/obo/ENVO_01001666"	"glacial run"
"http://purl.obolibrary.org/obo/ENVO_01001790"	"terrestrial ecosystem"
"http://purl.obolibrary.org/obo/PO_0009005"	"root"
"http://purl.obolibrary.org/obo/ENVO_02000045"	"red clay"
"http://purl.obolibrary.org/obo/BFO_0000030"	"object"
"http://purl.obolibrary.org/obo/CHEBI_60643"	"NMDA receptor antagonist"
"http://purl.obolibrary.org/obo/ENVO_01000325"	"aquatic layer"
"http://purl.obolibrary.org/obo/ENVO_01001729"	"nautical squall"
"http://purl.obolibrary.org/obo/ENVO_02500024"	"accumulation of toxins from algal bloom process"
"http://purl.obolibrary.org/obo/ENVO_03500014"	"near-infrared radiation"
"http://purl.obolibrary.org/obo/ENVO_09000014"	"amount of nitrogen atom in soil"
"http://purl.obolibrary.org/obo/ENVO_00003017"	"obsolete Mediterranean Division (260)"
"http://purl.obolibrary.org/obo/ENVO_01000518"	"diapir"
"http://purl.obolibrary.org/obo/CHEBI_29075"	"mononucleotide"
"http://purl.obolibrary.org/obo/ENVO_03000046"	"frazil ice"
"http://purl.obolibrary.org/obo/ENVO_02000058"	"cloth"
"http://purl.obolibrary.org/obo/FOODON_00001176"	"invertebrate animal food product"
"http://purl.obolibrary.org/obo/CHEBI_25107"	"magnesium atom"
"http://purl.obolibrary.org/obo/ENVO_03000015"	"geographic basin"
"http://purl.obolibrary.org/obo/UBERON_0007823"	"appendage girdle region"
"http://purl.obolibrary.org/obo/ENVO_01001756"	"wet microburst"
"http://purl.obolibrary.org/obo/UBERON_0004119"	"endoderm-derived structure"
"http://purl.obolibrary.org/obo/GO_0003008"	"system process"
"http://purl.obolibrary.org/obo/ENVO_01000247"	"rangeland biome"
"http://purl.obolibrary.org/obo/CHEBI_143004"	"ultra-long-chain fatty acid"
"http://purl.obolibrary.org/obo/CHEBI_33627"	"monoatomic aluminium"
"http://purl.obolibrary.org/obo/CHEBI_78616"	"carbohydrates and carbohydrate derivatives"
"http://purl.obolibrary.org/obo/ENVO_01000830"	"water-based rainfall"
"http://purl.obolibrary.org/obo/CHEBI_41609"	"carbonate"
"http://purl.obolibrary.org/obo/ENVO_00000324"	"outflow cave"
"http://purl.obolibrary.org/obo/CHEBI_51689"	"enone"
"http://purl.obolibrary.org/obo/FOODON_00001214"	"candy food product"
"http://purl.obolibrary.org/obo/ENVO_01001650"	"light fraction material"
"http://purl.obolibrary.org/obo/ENVO_01000378"	"arid subtropical"
"http://purl.obolibrary.org/obo/CHEBI_63471"	"branched-chain amino-acid anion"
"http://purl.obolibrary.org/obo/ENVO_02000105"	"clay dust"
"http://purl.obolibrary.org/obo/UBERON_0004808"	"gastrointestinal system epithelium"
"http://purl.obolibrary.org/obo/CHEBI_59202"	"straight-chain fatty acid"
"http://purl.obolibrary.org/obo/ENVO_01001034"	"environment determined by a biofilm on an animal surface"
"http://purl.obolibrary.org/obo/ENVO_01000680"	"polluted lake"
"http://purl.obolibrary.org/obo/ENVO_00002041"	"obsolete ground water"
"http://purl.obolibrary.org/obo/UBERON_0003511"	"iris blood vessel"
"http://purl.obolibrary.org/obo/ENVO_00005797"	"lake bottom mud"
"http://purl.obolibrary.org/obo/UBERON_0007524"	"dense mesenchyme tissue"
"http://purl.obolibrary.org/obo/ENVO_00003891"	"obsolete fermented fruit product"
"http://purl.obolibrary.org/obo/ENVO_02000051"	"obsolete unpasteurized milk product"
"http://purl.obolibrary.org/obo/ENVO_01001714"	"occluded front"
"http://purl.obolibrary.org/obo/PATO_0001732"	"non-deciduous (any body part)"
"http://purl.obolibrary.org/obo/ENVO_01000049"	"marine coral reef biome"
"http://purl.obolibrary.org/obo/ENVO_01000889"	"area of lichen-dominated vegetation"
"http://purl.obolibrary.org/obo/PATO_0002301"	"decreased quality"
"http://purl.obolibrary.org/obo/ENVO_0010003"	"agricultural environmental material"
"http://purl.obolibrary.org/obo/UBERON_0005498"	"primitive heart tube"
"http://purl.obolibrary.org/obo/ENVO_01001701"	"tropical environment"
"http://purl.obolibrary.org/obo/PATO_0045051"	"normal area"
"http://purl.obolibrary.org/obo/ENVO_01001639"	"formation of a solid aerosol from liquid material in an atmosphere"
"http://purl.obolibrary.org/obo/ENVO_04000018"	"carbon sequestration by the ocean carbonate system"
"http://purl.obolibrary.org/obo/UBERON_0010323"	"cranial skeletal system"
"http://purl.obolibrary.org/obo/PATO_0001933"	"opposite"
